PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
214087171,19212751,17,2019-10-14T23:30:00,"100 Block Beam Way Pittsburgh, PA 15211",Y,Mount Washington,3,OPEN LEWDNESS,5901 Open Lewdness. / 3503.B1II DEF. TRESPASS POSTED,1914,2,5,-80.007415256817,40.4301735984444
213864550,19214717,0,2019-10-21T11:00:00,"1000 Block Fort Duquesne Blvd Pittsburgh, PA 15222",Y,Lincoln-Lemington-Belmar,2,99,8104 CLASS 1 - Suspicious Package or Device,1201,6,6,-79.9952482142447,40.4455188609599
213881998,19215215,18,2019-10-22T00:04:00,"2700 Block Josephine St Pittsburgh, PA 15203",Y,South Side Slopes,3,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 3736 Reckless Driving / 3802(a)(1) DUI - General Impairment,1608,,,0,0
213908081,19215443,29,2019-10-22T10:00:00,"3200 Block Dawson St Pittsburgh, PA 15213",N,South Oakland,4,RUNAWAYS - JUVENILE,029 Missing Juvenile,409,3,3,-79.9539936467271,40.4298864781067
-3346004781,19214896,6,2019-10-21T15:15:00,"1200 Block Muldowney Ave Pittsburgh, PA 15207",N,Lincoln Place,4,RETSIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",3102,5,3,-79.9155399957046,40.3687757009755
213871285,19215038,99,2019-10-21T18:47:00,"2200 Block Wenzell Ave Pittsburgh, PA 15216",N,Beechview,6,AIDED CASE,9497 Aided Case,1920,,,0,0
213873168,19215030,0,2019-10-21T18:45:00,"Broad St & N Euclid Ave Pittsburgh, PA 15206",Y,Garfield,5,99,633.08 Dogs at Large Prohibited / 473.05 (b) Dogs on Courts & Playgrounds Prohibited - Must be on Leash,1114,9,2,-79.927243164852,40.4635024358417
213874509,19215119,18,2019-10-21T20:33:00,"Brushton Ave & Mulford St Pittsburgh, PA 15221",Y,Homewood South,5,STOLEN PROPERTY,13(a)(31) Marijuana: Possession Small Amount / 13(a)(32) Paraphernalia - Use or Possession / 3323 Stop Signs and Yield Signs.,1304,9,2,-79.8895090360043,40.4519648453247
213880262,19215224,10,2019-10-22T00:33:00,"1200 Block Arlington Ave Pittsburgh, PA 15210",Y,Allentown,3,SIMPLE ASSAULT,2701 Simple Assault. / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,1803,3,5,-79.9923140058043,40.4217897822549
213806226,19214557,99,2019-10-21T03:20:00,"1500 Block Brighton Rd Pittsburgh, PA 15212",N,California-Kirkbride,1,FOUND PROPERTY,9489 Found Property,2507,6,1,-80.0165685056208,40.4568744092444
213805440,19210891,0,2019-10-21T00:20:00,"2300 Block East Hills Dr Pittsburgh, PA 15221",Y,East Hills,5,99,1301 Registration and Certificate of Title Required. / 627.02(b)(i) Possessing a small amount of marijuana,1306,9,2,-79.871328586779,40.4566162367709
213808435,19214573,10,2019-10-21T04:34:00,"300 Block Belonda St Pittsburgh, PA 15211",Y,Mount Washington,3,TERRORISTIC THREATS,2701(a)(3) Simple Assault - Attempts by Physical Menace  / 5104 Resisting Arrest or Other Law Enforcement. / 2706 Terroristic Threats. / 308 Intoxication or Drugged Condition,1914,2,5,-80.0112216183909,40.4298984926202
213834454,19214746,0,2019-10-21T05:46:00,"1700 Block AArcena St Pittsburgh, PA 15217",N,Bedford Dwellings,2,99,9999 9999 - (Misc. Incident): ,509,6,3,-79.9837900288288,40.4475833462204
213840423,19214807,6,2019-10-21T08:17:00,"40 Block Van Bramm St Pittsburgh, PA 15219",N,Bluff,2,THEFT,3921 Theft by Unlawful Taking or Disposition.,103,6,3,-79.9828396057276,40.4372577687362
213842853,19214773,0,2019-10-17T20:00:00,"700 Block Brookline Blvd Pittsburgh, PA 15226",N,Brookline,6,99,1786 Required Financial Responsibility.,1918,4,5,-80.0216956268774,40.3945911346561
213847085,19214803,14,2019-10-21T08:15:00,"90 Block S 12th St Pittsburgh, PA 15203",N,South Side Flats,3,CRIM MISCHIEF,3304 Criminal Mischief.,1702,3,3,-79.9868665484412,40.4278139671576
213847965,19214809,6,2019-10-15T00:01:00,"4700 Block Baum Blvd Pittsburgh, PA 15213",N,Bloomfield,5,THEFT,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake.",804,,,0,0
212885185,19203493,14,2019-10-06T07:54:00,"2100 Block Rhine St Pittsburgh, PA 15212",N,Spring Hill-City View,1,CRIM MISCHIEF,3304 Criminal Mischief.,2620,1,1,-79.9936801964597,40.4666247323612
212887512,19203546,0,2019-10-06T12:35:00,"300 Block Birmingham Ave Pittsburgh, PA 15210",N,Carrick,3,99,9999 9999 - (Misc. Incident): 9999 - (Misc. Incident): 9999 - (Misc. Incident): Possible Strangulation and Simple Assault between 2 j,2902,4,3,-79.9840218779391,40.4028007052174
212892076,19203597,10,2019-10-06T14:00:00,"100 Block Art Rooney Ave Pittsburgh, PA 15212",Y,North Shore,1,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",2205,1,6,-80.0150926474492,40.4457069987711
-3284015223,19203811,10,2019-10-06T19:31:00,"900 Block Johnston Ave Pittsburgh, PA 15207",Y,Glen Hazel,4,HARRASSMENT,2709(a) Harassment.,1504,5,3,-79.9286344080454,40.4063362289732
212899495,19203810,10,2019-10-06T19:34:00,"3000 Block Glen Mawr St Pittsburgh, PA 15204",N,Sheraden,6,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",2018,2,5,-80.0527135525287,40.4567268113356
212899798,19203850,0,2019-10-06T20:15:00,"3100 Block Westborn St Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,99,473.05 (c) Fire Prohibited,2715,1,1,-80.028768701607,40.4736787924621
212901976,19203926,18,2019-10-06T23:47:00,"400 Block E Dargan St Pittsburgh, PA 15224",Y,Bloomfield,5,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession / 601.08(a) Alcohol or Liquor Consumption on Streets or Sidewalks,802,7,2,-79.9547638497589,40.4624421435255
212911733,19204059,0,2019-10-07T06:34:00,"Perrysville Ave & Semicir St Pittsburgh, PA 15214",Y,Perry North,1,99,9999 9999 - (Misc. Incident): ,2602,1,1,-80.018350391557,40.4895162631169
212913808,19204069,27,2019-10-07T07:00:00,"5200 Block Ellsworth Ave Pittsburgh, PA 15232",Y,Shadyside,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,709,8,2,-79.938486508723,40.4521390048218
212914238,19204070,6,2019-10-07T07:30:00,"1000 Block Smithton Ave Pittsburgh, PA 15212",N,Marshall-Shadeland,1,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2715,1,1,-80.0249941104797,40.4745545128867
212920187,19203602,11,2019-10-06T13:59:00,"200 Block E Elizabeth St Pittsburgh, PA 15207",N,Hazelwood,4,THEFT BY DECEPTION,3922 Theft by Deception.,1515,5,3,-79.9413680299738,40.4071916178703
214115841,19216958,0,2019-10-22T12:50:00,"Allen St & Climax St Pittsburgh, PA 15210",N,Allentown,3,99,9999 9999 - (Misc. Incident): non-reportable accident,1803,3,5,-79.9936965196681,40.4199821890315
214141554,19217716,11,2019-10-24T14:00:00,"90 Block Lafferty Ave Pittsburgh, PA 15210",N,Beltzhoover,3,CREDIT CARDS,4106 Access Device Fraud,1809,3,5,-80.0064685440672,40.4178583790775
214144880,19205335,6,2019-10-08T20:08:00,"900 Block Freeport Rd Pittsburgh, PA 15239",N,Lincoln-Lemington-Belmar,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1201,9,2,-79.8923529450752,40.4861185015656
214172761,19218317,6,2019-10-26T06:30:00,"2700 Block Stafford St Pittsburgh, PA 15204",N,Sheraden,6,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2018,2,5,-80.0481468153909,40.4545491428075
214196377,19215791,10,2019-10-22T18:57:00,"900 Block Herron Ave Pittsburgh, PA 15219",Y,Bedford Dwellings,2,SIMPLE ASSAULT,2701 Simple Assault.,509,,,0,0
213925735,19215478,10,2019-10-22T11:27:00,"2500 Block West Liberty Ave Pittsburgh, PA 15226",N,Beechview,6,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1920,4,5,-80.0254967571288,40.3991926113208
213957655,19216046,6,2019-10-23T03:38:00,"1700 Block Murray Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1413,5,3,-79.9231547045145,40.4379249093786
213966177,19216140,0,2019-10-22T11:30:00,"2100 Block Brownsville Rd Pittsburgh, PA 15210",N,Carrick,3,99,9999 9999 - (Misc. Incident): ,2901,4,3,-79.9865235535491,40.3931998334253
213913894,19215473,0,2019-10-22T11:12:00,"2100 Block Plainview Ave Pittsburgh, PA 15226",N,Brookline,6,99,901 Criminal Attempt,1917,4,5,-80.0201069668794,40.4015920789885
213949807,19215768,99,2019-10-22T19:11:00,"800 Block Bay Ridge Ave Pittsburgh, PA 15226",N,Brookline,6,MENTAL 201/302,9498 302 (Mental),1918,4,5,-80.0224273985044,40.3917270123499
212845710,19202471,23,2019-10-05T02:45:00,"Ellsworth Ave & S Aiken Ave Pittsburgh, PA 15232",Y,Shadyside,4,PUBLIC DRUNKENESS,5505 Public Drunkenness / 5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,703,8,2,-79.9367305624815,40.4527532851623
-3320002605,19202625,18,2019-10-05T08:45:00,"6700 Block Frankstown Ave Pittsburgh, PA 15208",Y,Homewood West,5,STOLEN PROPERTY - OTHER,13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 1543 Driving While Operating Privilege is Suspended or Revoked.,1207,9,2,-79.908011866878,40.458666406458
213860615,19212971,10,2019-10-18T20:26:00,"Frankstown Ave & Collier St Pittsburgh, PA 15208",Y,Homewood North,5,HARRASSMENT,2709(a) Harassment.,1302,9,2,-79.8919053652988,40.4564009200712
213864179,19213157,0,2019-10-19T02:28:00,"Chaucer St & N Lang Ave Pittsburgh, PA 15208",N,Homewood North,5,99,9999 9999 - (Misc. Incident): ,1301,9,2,-79.8967136636254,40.4633347845851
213864867,19214908,10,2019-10-21T16:13:00,"2000 Block Reed St Pittsburgh, PA 15219",N,Central Business District,2,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",201,,,0,0
213866380,19214804,10,2019-10-21T03:26:00,"3100 Block Beechwood Blvd Pittsburgh, PA 15217",N,Squirrel Hill South,4,HARRASSMENT,2709(a) Harassment.,1414,5,3,-79.92188198389,40.4210077015123
213870081,19214810,6,2019-10-19T19:00:00,"900 Block Freeport Rd Pittsburgh, PA 15238",N,Lincoln-Lemington-Belmar,5,THEFT,3921 Theft by Unlawful Taking or Disposition. / 4120 Identity Theft / 4106 Access Device Fraud,1201,9,2,-79.8923529450752,40.4861185015656
213870906,19214833,10,2019-10-21T00:01:00,"2900 Block Merwyn Ave Pittsburgh, PA 15204",N,Sheraden,6,HARRASSMENT,2709(a) Harassment.,2018,2,5,-80.0504243954382,40.4557296131699
213871359,19214832,6,2019-10-19T10:00:00,"300 Block N Dithridge St Pittsburgh, PA 15213",N,North Oakland,4,THEFT,3921 Theft by Unlawful Taking or Disposition.,507,6,3,-79.9538488154008,40.451709417605
213880635,19214515,99,2019-10-21T02:50:00,"West End Overlook Pittsburgh, PA 15220",N,Elliott,6,FIELD CONTACT REPORT,9500 Conversion - Field Contact Report,2020,,,0,0
213881386,19215229,18,2019-10-22T01:13:00,"Minton St & Stafford St Pittsburgh, PA 15204",Y,Sheraden,6,STOLEN PROPERTY,13(a)(31) Marijuana: Possession Small Amount / 4303 General Lighting Requirements. / 1501 Drivers Required to be Licensed.,2018,2,5,-80.0512024027654,40.4575081714368
213882338,19215255,5,2019-10-22T01:16:00,"3100 Block Sacramento Ave Pittsburgh, PA 15204",N,Sheraden,6,BURGLARY,3502 Burglary.,2018,2,5,-80.0511879530307,40.4587755669633
-3346004582,19204073,6,2019-10-07T07:25:00,"300 Block Lehigh Ave Pittsburgh, PA 15232",N,Shadyside,4,THEFT FROM AUTO,3934 Theft from Vehicle,705,8,2,-79.9263604158869,40.4571437452022
212946944,19204224,0,2019-10-06T14:10:00,"2700 Block Shady  Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,99,473.02 (b) Deposit or Dump Trash,1414,,,0,0
212949945,19204311,6,2019-10-06T23:00:00,"300 Block 3rd Ave Pittsburgh, PA 15222",Y,Central Business District,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 4106 Access Device Fraud,201,6,6,-80.0016135598372,40.4388661313797
212956227,19204278,18,2019-10-07T13:00:00,"Crotzer Ave & Preston St Pittsburgh, PA 15205",Y,Westwood,6,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant / 4914 False Identification to Law Enforcement Authorities,2811,2,5,-80.0567202235395,40.4359819867035
212960200,19204357,99,2019-10-07T15:37:00,"1000 Block 5th Ave Pittsburgh, PA 15219",N,Central Business District,2,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),201,6,3,-79.9908396644848,40.4385727798308
212967634,19204485,18,2019-10-07T18:19:00,"Washington Blvd & Highland Dr Pittsburgh, PA 15206",Y,Highland Park,5,STOLEN PROPERTY,13(a)(31) Marijuana: Possession Small Amount,1106,9,2,-79.9082784786417,40.4742241616275
212970223,19204506,6,2019-10-07T18:25:00,"800 Block Liberty Ave Pittsburgh, PA 15222",N,Central Business District,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 2701 Simple Assault.,201,6,6,-79.9989191960258,40.4426863590683
212971556,19204541,6,2019-10-07T19:52:00,"700 Block Boggs Ave Pittsburgh, PA 15211",N,Mount Washington,3,THEFT FROM AUTO,3934 Theft from Vehicle,1915,4,5,-80.0114676795372,40.4195850622863
212975394,19204653,27,2019-10-07T23:43:00,"Centre Ave & Washington Pl Pittsburgh, PA 15219",N,Central Business District,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,201,6,6,-79.991533571872,40.4404759670093
212977645,19204664,6,2019-10-08T00:15:00,"200 Block Atwood St Pittsburgh, PA 15213",Y,Central Oakland,4,RETSIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(16) Possession of Controlled Substance",405,,,0,0
214211051,19218938,10,2019-10-27T01:58:00,"200 Block North Shore Dr Pittsburgh, PA 15212",Y,North Shore,1,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another / 5505 Public Drunkenness",2205,1,1,-80.0088808419878,40.4552322935161
214213203,19218987,27,2019-10-27T03:25:00,"S 18th St & Sarah St Pittsburgh, PA 15203",N,South Side Flats,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1702,3,3,-79.9806552240145,40.4278463218356
214230318,19219242,11,2019-10-27T11:44:00,"6200 Block Penn Ave Pittsburgh, PA 15206",N,East Liberty,5,CREDIT CARDS,4106 Access Device Fraud,1115,,,0,0
-3319012557,19218829,10,2019-10-26T10:30:00,"5800 Block Forward Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1408,5,3,-79.9234521282942,40.429752528351
-3313003062,19219000,0,2019-10-27T03:40:00,"6400 Block Melissa St Pittsburgh, PA 15206",N,Larimer,5,99,9999 9999 - (Misc. Incident): ,1208,,,0,0
214233788,19213725,99,2019-10-19T21:28:00,"700 Block N Euclid Ave Pittsburgh, PA 15206",N,East Liberty,5,AIDED CASE,9497 Aided Case,1113,9,2,-79.9240718130117,40.4687397340665
214279885,19219889,27,2019-10-28T07:00:00,"200 Block Maple Ter Pittsburgh, PA 15211",N,Mount Washington,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1914,6,1,-80.0085407621368,40.467944168624
214281421,19219888,6,2019-10-26T10:00:00,"1400 Block Lincoln Ave Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,THEFT FROM AUTO,3934 Theft from Vehicle,1203,9,2,-79.8969435533647,40.4678663228378
212845384,19202437,14,2019-10-05T01:45:00,"3200 Block E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,CRIM MISCHIEF,3304 Criminal Mischief. / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16% / 3736 Reckless Driving / 3802(a)(1) DUI - General Impairment / 1786 Required Financial Responsibility.,1609,2,5,-80.0503523924791,40.4615107539974
212848735,19202580,3,2019-10-05T05:39:00,"1200 Block W Sycamore St Pittsburgh, PA 15211",Y,Duquesne Heights,3,ROBBERY,"3701 Robbery. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck",1911,2,5,-80.0195253737354,40.4336556563199
212858993,19202623,99,2019-10-05T08:05:00,"1100 Block Elwell St Pittsburgh, PA 15207",N,Lincoln Place,4,FOUND DRUGS,9017 Found Drugs / 9998 Overdose Other,3102,5,3,-79.9173396778416,40.3693948020864
212863914,19202832,5,2019-10-05T11:00:00,"8100 Block Frankstown Ave Pittsburgh, PA 15221",N,East Hills,5,BURGLARY,3502 Burglary. / 3921 Theft by Unlawful Taking or Disposition. / 3304 Criminal Mischief.,1306,9,2,-79.883333619928,40.4554463294612
212868813,19202904,0,2019-10-05T16:47:00,"Friendship Ave & Taylor St Pittsburgh, PA 15224",Y,Bloomfield,5,AGRICULTURAL VANDALISM,3309 Driving on Roadways Laned for Traffic. / 3502 Burglary. / 2705 Recklessly Endangering Another Person. / 13(a)(32) Paraphernalia - Use or Possession / 3503 Criminal Trespass / 3745 Accidents Involving Damage to Unattended Veh.or Prop. / 3736 Reckless Driving / 3334 Turning Movements and Required Signals. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 3733 Fleeing or Attempting to Elude Police Officer,903,7,2,-79.949629627914,40.4640074125785
-3249011538,19216232,29,2019-10-23T12:30:00,"3300 Block Kathy Dr Pittsburgh, PA 15204",N,Windgap,6,RUNAWAYS - JUVENILE,029 Missing Juvenile,2807,2,5,-80.0691881643255,40.4505240293624
214013383,19216467,0,2019-10-23T18:20:00,"Steuben St Pittsburgh, PA 15220",N,West End,6,99,9999 9999 - (Misc. Incident): ,2019,,,0,0
214016141,19212865,3,2019-10-23T16:30:00,"3500 Block Forbes Ave Pittsburgh, PA 15213",Y,Central Oakland,4,ROBBERY,3701 Robbery.,405,3,3,-79.9589152847474,40.4398167914978
214023532,19216577,6,2019-10-23T21:00:00,"500 Block Mt Pleasant Rd Pittsburgh, PA 15214",N,Northview Heights,1,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 3921 Theft by Unlawful Taking or Disposition. / 3925 Receiving Stolen Property. / 9125 Possible  Stolen Car Recovered,2609,,,0,0
-3266010812,19216502,6,2019-10-23T18:50:00,"6300 Block Shakespeare St Pittsburgh, PA 15206",N,Shadyside,4,RETSIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",708,,,0,0
214025030,19216640,10,2019-10-23T23:28:00,"2200 Block Wilner Dr Pittsburgh, PA 15221",N,East Hills,5,TERRORISTIC THREATS,2709 Harassment (Non-Specific) / 2706 Terroristic Threats.,1306,,,0,0
214028249,19216717,0,2019-10-24T02:27:00,"Hammond St & Brevet Way Pittsburgh, PA 15204",N,Sheraden,6,99,3733 Fleeing or Attempting to Elude Police Officer / 3736 Reckless Driving / 3714 Careless Driving / 3334 Turning Movements and Required Signals.,2018,2,5,-80.0508865274945,40.4553616581638
212845845,19202472,10,2019-10-05T02:10:00,"4900 Block Liberty Ave Pittsburgh, PA 15224",N,Bloomfield,5,SIMPLE ASSAULT,2701 Simple Assault.,804,7,2,-79.9458484465434,40.4597153451857
213992582,19216337,6,2019-10-19T14:00:00,"100 Block 7th St Pittsburgh, PA 15222",N,Central Business District,2,THEFT,3921 Theft by Unlawful Taking or Disposition.,201,6,6,-80.000996797488,40.4441447479242
212868282,19202934,14,2019-10-05T17:25:00,"Clearview Ave & Bartow St Pittsburgh, PA 15205",N,Westwood,6,CRIM MISCHIEF,3304 Criminal Mischief.,2811,2,5,-80.0518943528526,40.4373372340303
212870742,19203092,0,2019-10-05T20:40:00,"1800 Block Eberhardt Ave Pittsburgh, PA 15212",N,Troy Hill,1,99,9999 9999 - (Misc. Incident): 9999 - (Misc. Incident): ,2406,1,1,-79.9835903650865,40.4656163872116
212873873,19203179,10,2019-10-05T23:15:00,"3900 Block Bigelow Blvd Pittsburgh, PA 15213",N,North Oakland,4,TERRORISTIC THREATS,2706 Terroristic Threats.,507,,,0,0
212874394,19203199,0,2019-10-06T00:15:00,"900 Block California Ave Pittsburgh, PA 15212",N,California-Kirkbride,1,99,9998 Overdose Other,2507,6,1,-80.0191758136394,40.4594095362475
212875045,19203215,0,2019-10-06T00:13:00,"Noblestown Rd & Weaver St Pittsburgh, PA 15220",N,Westwood,6,99,9999 9999 - (Misc. Incident): ,2811,2,5,-80.0396060755362,40.437034246514
212876577,19203277,9,2019-10-06T01:47:00,"100 Block Oakland Ave Pittsburgh, PA 15213",N,Central Oakland,4,FORGERY,4101 Forgery. / 3922 Theft by Deception.,405,3,3,-79.9578262481479,40.4422025627084
